container_id	strategy	replacement_sha256	payload_sha256	reason
mode1_chy	whole	D0CC6BBB6C218258564BA1B03E8401C6804D9B9C800BA7BCBAEDD2CD6190940D	2447229CB9F2DBA5D686053259D8629300687FBA9B553894A2020BAA9FF2F61D	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_cyb	whole	B1F2666F81436EEC466DC6F6B9BD00EFD2116F95FADD3123F9D7E0D056CDDFBC	56EB8CCD0E0B737AD863DB765C848EDE765247BEF4EA03F14C6061D19D9C1DFE	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_ddr	whole	0A665D5C8657A9E0E53973C20EC27B3835AAE0374AEB8497C0AE9AE7C19C89C1	F6752672F8850FC02BBC8A5990D3BBC24C03EB4CA1E8F5CF34AD78AE43D7DA5F	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_fir	whole	337C0D499681AC8F471706F0C90C07ED07F1A8D9391E7F65456B7A5DFFCD9DDD	D6B008F1E8B154065BCE34B68F51F2A545BAF3A438F5B2BCFCAB9C1BBDD60C81	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_fou	whole	240A91112D66CDF85992A4D7DC66D3516282F1E3C176A58C9443EF866EE7C62C	6F7F20F5D34690F3D7257D69562ADD2A06E3083C7795DB27E18479F580B763CE	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_gaw	whole	3D8036CD90FC39E5AC4A1DEA9121E0FFD2529E9639EE12E61994BBD4B19CFDB1	0DAF635D9558DA52931CDE2D66BCF31D4D5117285C5DA679010FA7B0BEBCBABE	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_guw	whole	08D19F156E50A688B206C6168E9669F2BFDCCB2D2FCD13C472CD4ADEF38B3B39	BDC537260E0A098907239E02848EC3690E94E16B0A4B1B1ADBADC08B7DD9EDAE	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_hak	mapped	A6CB32E81565E86670C42CE516F732641C5395D2EBC3BD1E3EC510F5490C8195	995347F56C60740E60795DFCC65BED4A30FC367CDAD3796A0C382D28FF7B6B95	Import the official English awakening label and a transparent-canvas crop of the NUN5 Haku name. The complete donor misses the fixed member capacity by 348 bytes, so the cropped name uses the nearest seven colors from its own donor palette.
mode1_hkg	whole	7AF8943B62B427E214B9695DB278DA0C0CA3404BDB1A14E5036F27578205C1F2	1A759B9F1AF366D4AC64D57B5E625FF29E455969836FF656CEB209054AC62A9B	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_hnb	whole	905FFE04F771F4439182879F0A3655F480E495ACE5D6610003A98875A274E141	DCC48C43FF12F8FCC8D7574BEEEC4B130FFA3506F0CFC7831EAB232A7288E885	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_hnt	whole	59F6E1F76D68D455E88B5703D5E5B8B8F4038B8CDB680B93FA1B5A4526162583	D7285C26FECB4CC2A8F8D34F39DA036318A45BF766D9C456FB21C15E8C9AD060	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_hnw	whole	D3DE289BD8DC3D4AB8F3CC163C28BF32B7F1AE6E4EC7E75F10BAD939E4B27E31	FFBA13AFF803D6EAA7535F6CB199C66015D2A4ABA181DD52EA4D3D3523E38C5C	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_ino	whole	EBF443D28E3EDBAF48C31E6565C6A62957409932C605EDC604A44584F70B67D3	BE92063F89798BA4691E36830B593E2FD5B1D9B41E7EB6DAADD3E948C2415B59	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_inw	whole	B71522A0A601C75DCE70709A2974357A1FD14C1212E55ECA571B169B06CFB319	C62772125E7DBEAC1B2129D850A181263A0E4D8F689AB582BDB8CFFDBBD3D42D	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_itw	whole	755312C479CE98AF454D2E8431A1DFCF6C523B88A9B0979D263D3A043D86E9D3	CC1475B60B32FD9A56A90E7F2AC61E17E0912AB1E505A32440430A72369A27EE	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_jrb	whole	9FFDFB0FD7E12C9FB7508B941E0FCDCBC062E832A6082D8DC67CE35E6FC9F9ED	817460BFE0894C0F7C432BE687826409215E3C74C6960EBF0BD21A63C564A120	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_jrw	whole	8173A31A8420A45FC1EAFC2DF004D432E37B0E0E287496BC0D73BE56A31067D1	702BC47FDE5DCE3E0DC74F9F993AF283A25E906F031C85812A596D7A84ABE574	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_kbw	whole	EE0CA23FE4F8486940A86E0832CB652AA25AA114B86C76CB6AC99DE12C03F15C	EE840B6BD2967ADD353BEDBE574C4E02F501EA9784D521062A22922F130E18E0	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_kdm	whole	5B205152F7C02A05241B6C4E74770C54569CF77ED7C1B07BE15160EF491D1569	C1D4CD7852F7C5D6CBDA2BB20F618EC8CBD1191578131248E5D62898BE725C2E	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_khm	whole	8CA717794F0CEC6135DA6F562F49200DADC94C74CE771BE18AD30425A085C214	72BC501A611987DA449C35A6CEB8B70923A075BB517896413AAFD40F30FA3D25	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_kib	whole	FAD057957618168ABE059F736DCE67D59978C7D5188506690038FF2F6EFD3F78	7A283BC450CD41BDC88BA8D751F341B9207E5FCC3823C4176C520195556DBEE5	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_kiw	whole	C736C05F982C79A264B8D494398507795DB09FC0D871AD8FE6C43639623B8993	1941059CC9FA5DC5FB9BB51FAA618BAE19B28B239E6A49F825B499EE7CCF6A77	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_kkw	whole	2E9F6828C14D9732DD1933AEEAF8DE7EC78EC2E83BE4821FD223EA56B313CE5C	C1B72937BEAEC293871B616BFDAAAA7583935CAFF8FE88BE9BB82ABA51889136	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_kmm	whole	801A286DBF788B2E8B662183B54766E15127D250DA2A86214E39D849AEF37133	A33E32F7C289CD637A6FB32C735C920BA97B7B4817B230ED96CAAA6EF6E61DEB	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_knk	whole	DC100C339D92A0659BD156E84A530D148FBAB6FD70D655BA5E6DD8056E181877	00E793253CA0914B2A0FEAC6CF503244AE64A7EFB1EDAB9B688E4160B161931B	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_knw	whole	197647A8C4F2B26BDD3885E9455F1AAED12F237CDDBD9BCD451B89F6223A91A6	D2E341D005003E9E402E3E9946F5725A0045F482915705C45DF466282BD47168	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_krw	whole	9484A78E094A51941982FA3F5DAE9E37683666B2B8F3977E3E2FD95CB7AFD4EF	92A82176C36522C8C6298D0D6A32A6A55C29C23A9B5AB84D2DCF8559261B6659	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_ksw	whole	6C714E2D040A01DB57CBF4D95398FA375FDF7479EC585C5C7724C8C140495FBD	C636C3C8E2EA9A91D9025DF4AB6DB0D0EE213D488482253D8529BD66B9338BF1	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_nej	whole	159D2923681EE9FF72230F94865E3CEC8F33BAC87E46F93006C2FB7DC2578E36	59EFE127BA65ADD3B3C05C1FE422FFB41C895896677937E89BF60BF5836F5A0F	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_new	whole	24F98CBC22E9F23DDB086BEF639DE92CE9001AAE2BCB9120F972BB74A6CF23A5	E5B516C409CE448DC29DAA0C369667D8B493B42D905487673015A7A1BD62452D	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_nrt	whole	7F89466435049A98750E1B5EB6BDBBC2B8CD5D5AB5FF816EB75C06F189437DF2	928DD4C6584C69A75CBF135749F305D5161567FD9B61FD13AFD92C822006B02C	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_nrw	whole	A34CF691F30D6A8CB97205055A36989F5B7180743804A3001F599C21DDBB0CCD	5E181779826D980D32B7E95CA863AD2BDD2CA0664D17F832CF38D23CBDB7D9DB	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_orw	whole	FA5A952A31452AED2F60C0DBEB90C8AEF19DEE680DB4149364E22A234F72788C	C4453485CAF3522B53422B70EBCF1E6CE973BB44AB9A7B08CD62C7D783A99BC1	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_roc	whole	73F05DBC81EFC54B98D03FDA5925CFC5F35D9715909F11923445B06277DCB3E9	807CAAD972A11D4E3329BB1DCBDDE70CB6F79CAF64832588A4ABF952763DD7EC	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_row	whole	62E09F322D8C970CE57B9B1B3D75731FBBA07A1E15E8960A2894E54C3B44F080	32481DEEFD604F7EDDB6AB03659763C58403FE689A222868C8058E58BB863730	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_sai	whole	977C63BB0A71AFC4DF31D9BF3C5904494ADB0FF3FB79616C100E6CC48E46C19B	FDACCED95EC87C0828C7EE227E3164B491052791C79FCB75AC19BFC6EB6E1CAE	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_sch	whole	FC4CF938CEE6CE30D6A867CCC5A30C5409AF71DB1596A10957AC618408BE9412	505DB952050DD8115F7C5F3F95F999EFC3BC01B92D1F85A0B266D17CAC4A8F17	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_sco	whole	9A17D6E42D084852A1EB56EBE1D99FDDA062068BECB1DE4C0F808EDBBF3E9DB4	162449FE534241E36E5B2EBEB7FCCC54DAA3B5DB3283C72FD881F3A84E6817AC	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_sec	whole	5B065CC8B82434B45C6CAA5245C8D73577158DC9144A8188E933F37CB40C3F9E	F043BFF14A9D19E101829B3951909D474317BD3054CBB879EEF7464E00D2C00B	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_sik	whole	FE88DB9665A0C02906C5CBE93401E92691313C7423FA194EC7C0BF8C5FC45C1F	5B6BEFF28A51379DEAF6B48A11FEDEF1C7A5182029AB4E3F46509824F6EA4DC7	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_sin	whole	C21D07E1F28C19D7AF99F94F8D7E111F79E2AE0A037966F03A45D57C0C6E33E8	05B5BF78C97F6A7CF64032D41E7B609D26F3A8638F88FF1E11AC466F6027CA3C	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_siw	whole	EAA5AF3F3F7B5B2F8F204A8DE035128D77B73E2297A9BF91E01CF262B86769FD	C93E3F3A46C754C54C3CFE3E3290B2765B1A265DC4D26BEDE909474FBF3F28A6	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_skn	mapped	12BAF10055816779DF78A30E74ED1A61D5D160B4D7A206BD221D5901064127EC	24854C5F5B02A9AF785E5EC02462CCBA36AEE2D0B170E8577ED3066DD96DBB47	Import only the official English name and awakening label. The complete donor misses the fixed member capacity by 72 bytes, so the name maps its faintest antialias shade to the nearest remaining color from the same NUN5 palette.
mode1_skr	whole	D0E9BA30DFCF63A3D4073B0CBCB41099DA3B4A48FA1EDA90ED9BBBA26AD2BB1F	3D21D0B348276707AB7F93BB78F4EF08B7260FC74DEFA498CDAE986561DCC6EB	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_skw	whole	41F9532E6087C060C4F567C3852C0498FEB756EEE40A7B19552B4179545BB2E6	97248E1EDA1E8060338C177204E831B43498D3861D722D4316D9AD79920BFA94	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_snw	whole	9B4ABEB4F67F797700D103F3734259B366F01D4A16B7462A0899827829C551FC	6CC38A587C768BA307EAB02B099EFAC777E6B460E01AEDD2D1E8E9A27F949895	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_ssk	whole	58D1BC5747FAB876314355F96E24B531F488D6D84B0547605CCADF11B019A45F	F3014A3FDD8DE95ABE36912E71687009149515BAD65F8B3554DCDBE0AEA05F74	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_ssw	whole	8D8476B0CA49CCC9EF1853CB9CC8D5ABA811837B733E0A94B735833F6E2179BF	A6DCA9040136515DAC6305F9F82381D31DCBE53B7E1F353E27266ED9019524F0	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_szw	whole	60E0FFBAECD29199C1957B801447694DA65C268CE672A3D82C6F8DC7196A2078	D1357F3E8DEB6F29213470A03C344CF4D295B4C7EC1037279DCA21496B47DE45	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_ten	whole	96F9ABBAED2E51405525A9C19AC35B26F67F6C72644D7306DABB60E7911FBC6C	55EC45582F59807701C8E4EE93B1A672E81B758CA8E80FCE863FBAE59C788FB6	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_tew	whole	8E9BDE949376DA7562CC8DDCF2946A34B6AFCD6AC1C1C26CD0270AECF233FCBE	A6E150747DBDE004BFBFD222C4060FEF239F27FC011D3F6EDB478F683CFA2F88	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_tmr	whole	F7D6E27323A76C75A8D92485BE235A59D441E38E7DB125282F4BC4F5A7CF279E	61DE801FD0DE5E89052577AE7E25EB3D40974FA999A58511824982F907D1322A	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_tmw	whole	F7BF874B7B72C41DB6B8D55DC86F7DD4488812314B72D1A226780EE8B816D506	66A5E83343FF22C552D31865FD4357C01817FF6AC817A6F273577361DFDACDAC	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_tnw	whole	076534FBF8D7B2A790B075779E9B740104F905DB27F95434F5E5B3DF2C1F1D46	02CE459AC138D795CC3C46B41FEE6B070C78F38DF72B1849D916DAD42AA9E1B6	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_tyo	whole	7CFB9692A1FC81BA8EEDA402CB7FE31872075D6B92ACCC68A2DBCABBA83ADBD9	46390F271A9E3FDB5AF8A97738BEBBEEFDAECF2D917A3714289AC63E5894C52C	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_tyw	whole	538E2E3144A1798186F7BD82EDE74EDC1966C98CCA15C664EC8BB510EAB42D31	0993CF07090D428603635175E434E869E519DE3CDF89682DEFF4AB0AA2E0F6F3	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_tyy	whole	8E3FA4300C54325A0D077969287B52214475597A78A734DF18C3547744961FA8	BC3878A64CB6EAEA1D8C4A630513F8808A55145582DA3B6A21A2A2597E8E7B39	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_ymt	whole	E4DF4D4E934330ABE86CE0993F21AFAD78550811EF8EC0780E627A1FB3425D5E	743FDCB4A6C8AD31BDE8DA124FEC240D9E0BC69A142EA1BF75AB58DB9F24D71E	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode1_zbz	whole	23894A63BA236F1882BF22EE74D84168605D8A7E4DC4F1718C32DAC0FCA35EEA	1D54C104E84F9A7B48396D35EC7D3B9C2CF8708BE98AE57E5CA912F715A68283	Import the complete official English character resource; its only decoded visual changes are the victory name and ordinary-awakening label or labels.
mode2cmn	whole	A2EA6CECBFF60A1FA984DADEFC4E82118609D642A8A8AED3B69F427E495FEE1B	94DAF4C2C00401F87721C122D238E4D8105005A711ACA52C0A13C15BB781F068	Import the complete official English container.
mode2gav	whole	A794650414CE948E44E1BD69233D187CB0C85216B124BD6341343A749D8FE1BE	CD3F1CE26519B86F5C1DCAB553BA8BFA3C0022ACC6F5B633B545C69374C92EFE	Import the complete official English container.
mode2jrv	whole	2B253C6BAEB4C1D1EFFBD9F89869E88F8E93DDEBBA3B29C78FADFB93E8F66518	2575CD014A81CC5119686046F82C8A34FB942FBD1DE9204C8E35BFF58B924574	Import the complete official English container.
mode2kdv	mapped	EB9F404087A6B9C87BAAE57E1F379EF604B0EE17F42C483ECB6FDA10219008ED	BD2AE2875D5DB206F783457968F28A2CD43C08F8B440CFA2FADEE93A03BAF09F	Retain the NA2 portrait and palette while importing the English top banner within the fixed member capacity.
mode2kmv	whole	3655ED1E2B9534DBE56A7AD19410C08099B5FCB049B767E22B0AF234227E4C8D	359C2190C282AF90961683E1EFE2B0A01AA001DC940AFB6F071A3E89C0D87873	Import the complete official English container.
mode2nrv	whole	EDD3CBA1885F0F597985C5CB6AA1AEE9884EDBF0BA8DBFF41883143509D2D5AA	5EA7BB89799615C96ABEAD91D746FFBABA48CB5C2932975A9431F2C0B3183038	Import the complete official English container.
mode2nwv	whole	6C365C972FFAAAF226E6803F5EF1B2EADE3F9C3BF66EB3D8A494391CA0DDBD64	D6B39126F687126D6DA5CB6654FAF648517153CCA0251F04383D56740A9F852F	Import the complete official English container.
mode2rov	whole	A6D4CDD5B91470FF99FCB9520DEF1DBA1F6BDBDFABBB2D1CA9FAC2DF97A39239	2F4AA12ADDEA9134AB1E1871F24740015A7EBC7A1360206154101489DFD0934B	Import the complete official English container.
mode2scv	whole	DAD0F717405AB73DB4AD1DF6DB3190123D6EC0A86546952B13E255B5E4EA1932	76D6226A71D08E351BF29BD8EE855F6A5A17C3B06C9F11A440159C7E128B499A	Import the complete official English container.
mode2skv	whole	5970B73EF3ED3D7B3B05064627C880BFA3717399F2B83873900D896E531DC933	3A0203730FFB9C13D6C515DE44BA07B3E432864E7C82CB46B60F2C83FB05452B	Import the complete official English container.
mode2ssv	whole	BDC67C7C641A82359FF2B320563774F6BE66F0A799FE76701646CEAB60F863ED	6C75D02F26DD5B497FE8C1FF36D75CADEEC5907D8672D04659F3609FBA1A7E41	Import the complete official English container.
mode2tov	whole	A696AB465F44541BBA6C5C8B886BD78CD33FA26A0E88D88F715EE20EF709992D	51F94FEA435BA9880ED04C1200196925FBDBE1E94F4AA5E4F5BD15A04C657884	Import the complete official English container.
mode2tyv	whole	B4FDE5F7C25BC1A6DD1AA0DC73B1D5DA45D8F5F6B04A49CEADA91A1E61E0842D	C2D31C643ADF763A66A191AC7354B28A772B411DD87DBA01E672B99297BD2166	Import the complete official English container.
modesel1	whole	2C86B458A6AFB732544A0F1DB087041D0675FAC6CE8AED3F8E8BAF46EB35270C	55FD25373913C929ABB5298088AA08F8543F810E7BE972C071B5B630053C87DC	Import the complete official English container so its localized menu atlas stays coupled to its layout.
n_rash	whole	4DBEBB45BB8A54613F2EF6FE374983C01B1D3E87ABEB7E79D2E26CC298123C6D	9161CB7A00E8AD341669B858AFFBCC79C639FB203D9EA7183BA047ECB4FF833B	Import the complete official English container.
n_rash2	whole	F6BA6A3D7515595B7D42BB917E4D0DA7D977BF4F2AD81DD4D40F2A0CCA7D3E58	EEDB04FF32E7005A40052AAEB459F6123143FEDD0E890D9DB0E9DA0F7E00FB8E	Import the complete official English container.
n_rash4	whole	37E5005161D7FE078C5DFED0E8E2D12D81BDD32BDA789D076607991C8FBC9F65	1EBED0FEE0322A96F5D83FE83AE5E03DCA059335143E9599A3E897C8A6ED10B6	Import the complete official English container.
ninmu	whole	0CE82DE54AF65DEE40CD6C4249720498B2380CE87A36561E47DFA06835CE890F	7E117B4C83A3BBFC8334CD197921568AEAC0C9B6BA08D67DBA4A52F2202B0FD7	Import the complete official English container.
option	whole	8B0D524F231CDDCA7395AA3D72A98B250EF78D314D4B03FC111BCD2028187A0B	9028BF898CECA4843FBD21CFC4C0B8C3D88600C4BCB562002F8805EBF7B08A07	Import the complete official English container so its localized UVs stay coupled to its texture.
ougi	whole	32AB9EE6AF04D057AE8F004146963130F3A46E54A37E9243E31F2682066C82DB	C3D80746A2690658AA7DBD5E7E5D376197892F3AF2A82D1A26C64A426B7FC9C6	Import the complete one-part official English container; the companion BTL loop patch selects one part.
prac	whole	6E123C310847CFB48C98A6A580D00AB857977F4B4F19BCAE4B9686B0EC155E54	06D2AC48F17F8676DCD31C89883DEB904265FEAD6633DC6B207273728FE40777	Import the complete official English container.
setting	whole	FE98C2C9659C2A01D6249FCE717338DDB472BC69038D91089DD472E8154247E0	D86D8B1C7F980142F63A5C198C1FAA2963F4908CC8FD8CA70EBADCFB7E08BF22	Import the complete official English container.
shop	whole	32C5338DB7484C2E38F406B1A17950F81A02CD2A466DCFED9981150CD0575D6E	D8549B16CEFB74891A2C1260E6DDA57031D2F9F28D1E2E572D271ABC1F4E3E67	Import the complete official English container so its localized models and UVs stay coupled to its textures.
spbattle	whole	7781E074381E9865FD15B0E974261C8DC72DBC56CE419550B66D405BEAB3838C	924E1668E3749DD34C022E2A5B354819235AED18037EB21FEB92DECE302F052D	Import the complete official English container so its localized models and animations stay coupled to its textures.
title	whole	7B1512026F62A9127F30BA779C491D9E39D9D4E389EDAF6F1107F377090B1CBD	873ED82BCD0C76EEB23E7947AD520061FDF2C0411511DC655A87AF37EE5A450F	Import the complete official English title container.
vs	whole	9ADFF3FD0BC7C54DC6337A42081B774CEAE9D8FA947FA302C5AAD9E92587BF33	637767C09645751AD77BBDD547B591C7332F6D212884E6D7F44A7321CD0492AC	Import the complete official English container so its localized models and UVs stay coupled to its textures.
xninka	whole	B5A5476DBA4BAC6E22B14B2EEF643D5D4086E87E13E010C5100730304D147A92	497A329C8745852980A6CD105F68B76E2DCB199A8DA1647B94887FC4E9CAC751	Import the complete official English container so its localized models and UVs stay coupled to its texture, then shift the packed rank-label column upward within transparent donor canvas for NA2 rendering.
